0,0
-9728,3839
0,0
0,0
0,0
0,0
0,0
0,12544
256,257
257,257
257,257
257,257
257,257
257,23809
16128,0
0,0
0,0
0,0
0,0
0,0
-4608,9727
9509,9509
9509,9509
9509,9509
9509,9509
9509,9509
-14299,9215
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-6912,2047
0,0
0,0
0,0
0,0
0,0
0,-1024
6655,6425
6425,6425
6425,6425
6425,6425
6425,6425
6425,4121
15616,0
0,0
0,0
0,0
0,0
0,0
2048,8200
8224,8224
8224,8224
8224,8224
8224,8224
8224,10528
-2007,-1
0,0
0,0
0,14848
16442,16448
16448,16448
16448,16448
16448,16448
16448,16448
13120,-4045
-1,0
0,0
0,0
0,0
0,0
0,0
20224,8015
7967,7967
7967,7967
7967,7967
7967,7967
7967,4127
3088,0
0,0
0,0
0,0
0,0
0,0
0,1280
22021,22102
22102,22102
22102,22102
22102,22102
22102,22102
2902,2315
0,0
0,0
0,0
0,0
0,0
0,-1
-2304,-2057
-2057,-2057
-2057,-2057
-2057,-2057
-2057,-2057
-2057,6391
3864,0
0,0
0,0
0,0
0,0
0,0
12800,1279
1028,1028
1028,1028
1028,1028
1028,1028
1028,1028
7940,5376
0,0
0,0
0,0
0,0
0,0
0,11008
5632,5654
5654,5654
5654,5654
5654,5654
5654,5654
5654,-5610
14079,0
0,0
0,0
0,0
0,0
0,0
9216,10240
10280,10280
10280,10280
10280,10280
10280,10280
10280,10280
12584,13824
0,0
0,0
0,0
0,0
0,0
0,2816
12288,12336
12336,12336
12336,12336
12336,12336
12336,12336
12336,-10192
3583,0
0,0
0,0
0,0
0,0
0,0
5887,-3562
-3342,-3342
-3342,-3342
-3342,-3342
-3342,-3342
-3342,11506
2860,0
0,0
0,0
0,0
0,0
0,0
0,3584
15118,15163
15163,15163
15163,15163
15163,15163
15163,15163
-6085,-4120
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,0
4864,4627
4626,4626
4626,4626
4626,4626
4626,4626
4626,16914
-702,-1
0,0
0,0
0,0
0,0
0,0
0,5888
11799,11822
11822,11822
11822,11822
11822,11822
11822,11822
12846,5938
0,0
0,0
0,0
0,0
0,0
0,0
3840,3855
3855,3855
3855,3855
3855,3855
3855,3855
3855,4367
12032,0
0,0
0,0
0,0
0,0
0,0
9215,-10496
-10281,-10281
-10281,-10281
-10281,-10281
-10281,-10281
-10281,-10281
11991,-9728
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,1023
15360,0
0,0
0,0
0,0
0,0
0,0
1792,10240
10280,10280
10280,10280
10280,10280
10280,10280
10280,10280
6696,-5120
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,13056
4608,4626
4626,4626
4626,4626
4626,4626
4626,4626
4626,4626
4626,4626
4626,3584
18190,18247
18247,18247
18247,18247
18247,18247
18247,18247
18247,4423
0,0
0,0
0,0
0,0
0,0
0,-1
-3072,2548
2313,2313
2313,2313
2313,2313
2313,2313
2313,7689
8734,0
0,0
0,0
0,0
0,0
0,0
0,768
7683,7710
7710,7710
7710,7710
7710,7710
7710,7710
13854,13366
0,0
0,0
0,0
0,0
0,0
0,0
7680,11294
11308,11308
11308,11308
11308,11308
11308,11308
11308,10028
-6105,-1
0,0
0,0
0,0
0,0
0,0
-1,-7680
-7454,-7454
-7454,-7454
-7454,-7454
-7454,-7454
-7454,-7454
6882,-1510
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-9473
-9217,-9253
-9253,-9253
-9253,-9253
-9253,-9253
-9253,-9253
-9253,17115
19712,0
0,0
0,0
0,0
0,0
0,0
-4097,-1792
-1543,-1543
-1543,-1543
-1543,-1543
-1543,-1543
-1543,-1543
-6407,8447
0,0
0,0
0,0
0,0
0,0
0,8448
512,514
514,514
514,514
514,514
514,514
514,10754
5120,0
0,0
0,0
0,0
0,0
0,0
12032,7424
7453,7453
7453,7453
7453,7453
7453,7453
7453,7453
-3299,11007
0,0
0,0
0,0
0,0
0,0
0,4608
2066,2056
2056,2056
2056,2056
2056,2056
2056,2056
13832,-14794
-1,0
0,0
0,0
0,0
0,0
0,0
6912,283
257,257
257,257
257,257
257,257
257,9473
805,0
0,0
0,0
0,0
0,0
0,0
-1,-2817
-3084,-3085
-3085,-3085
-3085,-3085
-3085,-3085
-3085,-3085
-2061,2295
0,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,0
8960,14883
14906,14906
14906,14906
14906,14906
14906,14906
14906,7482
4381,0
0,0
0,0
0,0
0,0
0,0
0,8960
8995,8995
8995,8995
8995,8995
8995,8995
8995,8995
12579,2816
0,0
0,0
0,0
0,0
0,0
0,8192
8224,8224
8224,8224
8224,8224
8224,8224
8224,7680
9984,10023
10023,10023
10023,10023
10023,10023
10023,10023
10023,1063
3840,0
0,0
0,0
0,0
0,0
0,0
-3585,-5376
-5141,-5141
-5141,-5141
-5141,-5141
-5141,-5141
-5141,-5141
14059,4864
0,0
0,0
0,0
0,0
0,0
0,-4096
6143,5911
5911,12287
-8448,-8225
-8225,-8225
-8225,-8225
-8225,-8225
-8225,-8225
-8225,-1313
14847,0
0,0
0,0
0,0
0,0
0,0
4351,-3568
-3342,-3342
-3342,-3342
-3342,-3342
-3342,-3342
-3342,-3342
20722,0
0,0
0,0
0,0
0,0
0,0
0,16384
13632,13621
13621,13621
13621,13621
13621,13621
13621,13621
11061,-1237
-1,0
0,0
0,0
0,0
0,0
0,-1
-512,14078
13878,13878
13878,13878
13878,13878
13878,13878
13878,11830
10286,0
0,0
0,0
0,0
0,0
0,0
0,6400
18201,18247
18247,18247
18247,18247
18247,18247
18247,18247
5191,-4076
-1,0
0,0
0,0
0,0
0,0
0,0
1280,11781
11822,11822
11822,11822
11822,11822
11822,11822
11822,-5330
14315,0
0,0
0,0
0,0
0,0
0,0
4096,511
257,257
257,257
257,257
257,257
257,257
-5887,8703
0,0
0,0
0,0
0,0
0,0
0,4096
7424,7453
7453,7453
7453,7453
7453,7453
7453,7453
7453,2845
7424,0
0,0
0,0
0,0
0,0
0,0
2816,4352
4369,4369
4369,4369
4369,4369
4369,4369
4369,4369
-7407,-4353
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,9984
8448,8481
8481,8481
8481,8481
8481,8481
8481,8481
8481,-5087
1279,0
0,0
0,0
0,0
0,0
0,0
1535,-1019
-772,-772
-772,-772
-772,-772
-772,-772
-772,-772
2300,0
0,0
0,0
0,0
0,0
0,0
-1,1536
1030,1028
1028,1028
1028,1028
1028,1028
1028,1028
8964,-733
-1,0
0,0
0,0
0,0
0,0
0,0
13824,566
514,514
514,514
514,514
514,514
514,6914
6683,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
0,7680
3358,3341
3341,3341
3341,3341
3341,3341
3341,3341
2317,13577
0,0
0,0
0,0
0,0
0,0
0,0
4351,4112
10000,10023
-1,2559
2313,2313
2313,2313
2313,2313
2313,2313
0,17408
17476,17476
17476,17476
17476,17476
17476,17476
17476,17476
12356,-10496
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,9472
3072,3084
3084,3084
3084,3084
3084,3084
3084,3084
3084,16652
8960,0
0,0
0,0
0,0
0,0
0,0
8191,-1024
-772,-772
-772,-772
-772,-772
-772,-772
-772,-772
252,12288
0,0
0,0
0,0
0,0
0,0
0,4864
16128,16191
16191,16191
16191,16191
16191,16191
16191,16191
16191,7231
7424,0
0,0
0,0
0,0
0,0
0,0
14335,-7936
-7711,-7711
-7711,-7711
-7711,-7711
-7711,-7711
-7711,-7711
6369,0
0,0
0,0
0,0
0,0
0,0
0,5376
8213,8224
8224,8224
8224,8224
8224,8224
8224,8224
8480,9249
0,0
0,0
0,0
0,0
0,0
0,0
4864,10771
10794,10794
10794,10794
10794,10794
10794,10794
10794,6698
14874,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
0,9472
3877,3855
3855,3855
3855,3855
3855,3855
3855,3855
-2545,31222
-1286,1799
1799,1799
1799,1799
1799,1799
1799,1799
1799,0
-15102,15301
15163,15163
15163,15163
15163,15163
15163,15163
15163,-30661
-8568,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-15621,-12289
-12337,-12337
-12337,-12337
-12337,-12337
-12337,-12337
-12337,-12337
-32305,16894
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,26369
-11776,-11566
-11566,-11566
-11566,-11566
-11566,-11566
-11566,-11566
-11566,10194
-2817,0
0,0
0,0
0,0
0,0
0,0
17407,-9217
-9253,-9253
-9253,-9253
-9253,-9253
-9253,-9253
-9253,-9253
3547,-28673
514,514
514,514
514,514
514,514
514,514
514,30464
1537,1542
1542,1542
1542,1542
1542,1542
1542,1542
1542,4358
7169,0
0,0
0,0
0,0
0,0
0,0
4096,4112
4112,4112
4112,4112
4112,4112
4112,4112
4112,4112
22032,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,30207
-28555,-28528
-28528,-28528
-28528,-28528
-28528,-28528
-28528,-28528
9104,-29149
-1,257
257,257
257,257
257,257
257,257
257,-1
-20736,1455
1285,1285
1285,1285
1285,1285
1285,1285
1285,11013
-22741,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
0,4607
-28911,-28785
-28785,-28785
-4352,6127
5911,5911
5911,5911
5911,5911
5911,0
8959,-31454
-31355,-31355
-31355,-31355
-31355,-31355
-31355,-31355
-31355,12933
-22222,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
0,11519
11308,11308
11308,11308
11308,11308
11308,11308
11308,11308
29484,10752
0,0
0,0
0,0
0,0
0,0
0,22783
-3584,-3342
-3342,-3342
-3342,-3342
-3342,-3342
-3342,-3342
-3342,11250
7424,0
0,0
0,0
0,0
0,0
0,0
10752,21503
21331,21331
21331,21331
21331,21331
21331,21331
21331,21331
16723,13824
0,0
0,0
0,0
0,0
0,0
0,11520
12544,12593
12593,12593
12593,12593
12593,12593
12593,12593
12593,21297
15360,0
0,0
0,0
0,0
0,0
0,0
6911,-1024
-772,-772
-772,-772
-772,-772
-772,-772
-772,-772
-1540,-1
0,0
0,0
0,0
0,0
0,0
0,13824
6710,6682
6682,6682
6682,6682
6682,6682
6682,6682
2586,-3574
-1,0
0,0
0,0
0,0
0,0
0,0
16895,-191
-1,-1
-1,-1
-1,-1
-1,-1
-1,6655
16665,0
0,0
0,0
0,0
0,0
0,0
0,4095
-3569,-3342
-3342,-3342
-3342,-3342
-3342,-3342
-3342,-3342
3314,17932
0,0
0,0
0,0
0,0
0,0
0,0
6656,19482
19532,19532
19532,19532
19532,19532
19532,19532
19532,22092
-7082,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-2048,-4353
-4370,-4370
-4370,-4370
-4370,-4370
-4370,-4370
-4370,-4370
9198,14982
-32640,-32640
-32640,-32640
-32640,-32640
-32640,-32640
-32640,-32640
-32640,-13147
30778,30840
30840,30840
30840,30840
30840,30840
30840,30840
30840,25976
-14600,-21075
-21075,-21075
-21075,-21075
-21075,-21075
-21075,-21075
-21075,-21075
-32023,18758
18761,18761
